name_id;full_name;height;weight;date_of_birth;birthplace;position;footedness;roster_category;player_category;position_detail;preferred_side
kimani-stewart-baynes;Kimani Stewart-Baynes;5' 9";;1.17.2005 (20);Kingstown, Saint Vincent and the Grenadines;Forward;;;;;
kilian-elkinson;Kilian Elkinson;5' 7";154 lbs;4.2.1990 (35);Hamilton, Bermuda;Midfielder;;;;;
kim-moon-hwan;Moon-Hwan Kim;5' 8";141 lbs;8.1.1995 (29);;Defender;Right;Senior;International;Full Back;Right
knox-cameron;Knox Cameron;6' 3";201 lbs;9.17.1983 (41);Kingston, Jamaica;Forward;;;;;
kipp-keller;Kipp Keller;6' 2";181 lbs;7.14.2000 (24);St. Louis, MO, USA;Defender;;Supplemental Slots 21-24;;;
kip-colvey;Kip Colvey;5' 10";161 lbs;3.15.1994 (31);Lihue, HI USA;Defender;;;;;
kobi-henry;Kobi Henry;6' 2";170 lbs;4.26.2004 (20);Lakeland, FL, USA;Defender;;;;;
kofi-sarkodie;Kofi Sarkodie;5' 9";165 lbs;3.22.1991 (34);Dayton, OH USA;Defender;;;;;
kirk-urso;Kirk Urso;5' 11";174 lbs;3.6.1990 (35);;Midfielder;;;;;
kirk-wilson;Kirk Wilson;5' 10";154 lbs;10.7.1977 (47);Torrence, CA USA;Midfielder;;;;;
kofi-opare;Kofi Opare;6' 2";190 lbs;10.12.1990 (34);Mampong, Ghana;Defender;;;;;
koa-santos;Koa Santos;5' 10";159 lbs;9.21.1999 (25);Waikoloa, USA;Defender;;Signed;;Unknown;Unknown
kobe-franklin;Kobe Franklin;5' 6";152 lbs;5.10.2003 (21);East York, Canada;Defender;;Signed;Homegrown, International;;
kohei-yamada;Kohei Yamada;5' 7";143 lbs;1.8.1989 (36);Hyogo, Japan;Midfielder;;;;;
korede-aiyegbusi;Korede Aiyegbusi;5' 5";154 lbs;7.15.1988 (36);London, England;Defender;;;;;
konrad-warzycha;Konrad Warzycha;6' 1";190 lbs;2.14.1989 (36);Zabrze, Poland;Midfielder;;;;;
koke;Koke;5' 10";161 lbs;4.27.1983 (41);Málaga, Spain;Forward;;;;;
kosuke-kimura;Kosuke Kimura;5' 9";154 lbs;5.14.1984 (40);Kobe, Japan;Defender;;;;;
kori-hunter;Kori Hunter;;;1.1.0001 (2024);;Goalkeeper;;;;;
korey-veeder;Korey Veeder;5' 11";150 lbs;3.10.1991 (34);St. Petersburg, Florida USA;Defender;;;;;
kraig-chiles;Kraig Chiles;5' 11";185 lbs;5.14.1984 (40);Torrance, CA USA;Midfielder;;;;;
kory-kindle;Kory Kindle;5' 11";185 lbs;8.28.1991 (33);Ventura, CA USA;Defender;;;;;
kosi-thompson;Kosi Thompson;5' 10";174 lbs;1.27.2003 (22);Toronto, ON, Canada;Midfielder;;Supplemental Slots 21-24;Homegrown;;
kristian-fletcher;Kristian Fletcher;;;8.6.2005 (19);Bowie, MD, USA;Forward;;Supplemental Slots 29-30;Homegrown;;
kris-reaves;Kris Reaves;6' 2";161 lbs;11.10.1995 (29);Atlanta, GA USA;Defender;;;;;
krystian-witkowski;Krystian Witkowski;5' 11";165 lbs;8.17.1990 (34);Rochester, NY USA;Midfielder;;;;;
kristopher-tyrpak;Kris Tyrpak;5' 11";146 lbs;3.19.1992 (33);Austin, TX USA;Forward;;;;;
kris-kelderman;Kris Kelderman;6' 1";185 lbs;1.1.0001 (2024);Appleton, WI USA;Midfielder;;;;;
kris-boyd;Kris Boyd;6' 1";181 lbs;3.18.1983 (42);Irvine, Scotland;Forward;;;;;
kristinn-steindorsson;Kristinn Steindorsson;5' 10";154 lbs;4.29.1990 (34);Reykjavik, Iceland;Midfielder;;;;;
krisztian-nemeth;Krisztián Németh;5' 11";163 lbs;1.5.1989 (36);Gyor, Hungary;Forward;;Senior;International;Unknown;Unknown
kristian-nicht;Kristian Nicht;6' 4";225 lbs;4.3.1982 (43);Jena, Germany;Goalkeeper;;;;;
kristijan-kahlina;Kristijan Kahlina;6' 2";;7.24.1992 (32);Zagreb, Croatia;Goalkeeper;;Senior;International;;
kurt-kelley;Kurt Kelley;;;1.1.0001 (2024);;Goalkeeper;;;;;
kwame-watson-siriboe;Kwame Watson-Siriboe;6' 3";196 lbs;11.13.1986 (38);Chino Hills, CA USA;Defender;;;;;
krzysztof-krol;Krzysztof Krol;6' 1";161 lbs;2.6.1987 (38);Rydultowy, Poland;Defender;;;;;
kurowskybob-fertil-pierre;Kurowskybob Pierre;;;8.28.2002 (22);unknown, USA;Defender;;;;;
kurt-morsink;Kurt Morsink;5' 10";161 lbs;6.27.1984 (40);San José, Costa Rica;Midfielder;;;;;
kwadwo-poku;Kwadwo Poku;6' 1";185 lbs;2.19.1992 (33);Kumasi, Ghana;Midfielder;;;;Unknown;Unknown
kye-rowles;Kye Rowles;6' 1";176 lbs;6.24.1998 (26);Kiama, Australia;Defender;Left;;;;
kwadwo-opoku;Kwadwo Opoku;5' 7";154 lbs;7.13.2001 (23);Accra, Ghana;Forward;;Senior;International;;
kwame-awuah;Kwame Awuah;5' 8";159 lbs;2.12.1995 (30);Toronto, Canada;Midfielder;;;;Unknown;Unknown
kwame-sarkodie;Kwame Sarkodie;5' 11";170 lbs;4.27.1985 (39);;Midfielder;;;;;
kyle-davies;Kyle Graham Davies;5' 11";161 lbs;4.11.1989 (35);Oakland, CA USA;Defender;;;;;
kyle-brown;Kyle Brown;5' 11";172 lbs;8.10.1983 (41);Tulsa, OK USA;Forward;;;;;
kyle-bekker;Kyle Bekker;5' 9";165 lbs;9.2.1990 (34);Oakville, ON Canada;Midfielder;;;;Central Midfielder;Unknown
kyle-coffee;Kyle Coffee;5' 11";146 lbs;12.23.1995 (29);;Forward;;;;;
kyle-adams;Kyle Adams;6' 1";168 lbs;11.20.1996 (28);Auckland, New Zealand;Defender;Left;Supplemental Slots 25-28;;Full Back;Left
kyle-fisher;Kyle Fisher;6' 0";176 lbs;6.19.1994 (30);Easley, SC USA;Defender;;;;;
kyle-greig;Kyle Greig;6' 2";185 lbs;2.22.1990 (35);Stevens Point, WI USA;Forward;;;;Striker;Centre
kyle-bjornethun;Kyle Bjornethun;5' 11";161 lbs;3.15.1995 (30);Snohomish, WA USA;Defender;;;;;
kyle-duncan;Kyle Duncan;5' 10";150 lbs;8.8.1997 (27);New York, NY, USA;Defender;;Senior;;;
kyle-beckerman;Kyle Robert Beckerman;5' 11";165 lbs;4.23.1982 (42);Crofton, MD USA;Midfielder;Right;Senior;;Defensive Midfielder;Centre
kyle-hiebert;Kyle Hiebert;6' 0";187 lbs;7.30.1997 (27);Winnipeg, Canada;Defender;;Senior;;;
kyle-helton;Kyle Helton;5' 8";161 lbs;5.20.1986 (38);Birmingham, AL USA;Defender;;;;;
kyle-hyland;Kyle Hyland;5' 7";154 lbs;3.1.1991 (34);Bay Village, OH USA;Defender;;;;;
kyle-murphy;Kyle Murphy;6' 0";174 lbs;12.11.1992 (32);Red Hook, USA;Forward;;;;Winger;Left/Right
kyle-patterson;Kyle Patterson;5' 9";174 lbs;1.6.1986 (39);Birmingham, England;Midfielder;;;;;
kyle-miller;Kyle Miller;5' 9";161 lbs;5.12.1989 (35);Overland Park, KS USA;Midfielder;;;;;
kyle-linhares;Kyle Linhares;;;8.17.2002 (22);Somerset, NJ, USA;Forward;;;;;
kyle-martino;Kyle Martino;5' 10";143 lbs;2.19.1981 (44);Atlanta, GA USA;Midfielder;;;;;
kyle-morton-x8258;Kyle Morton;6' 4";190 lbs;3.31.1994 (31);West Chester, PA USA;Goalkeeper;;Supplemental Slots 21-24;Homegrown;Goalkeeper;Unknown
kyle-nakazawa;Kyle Nakazawa;5' 11";163 lbs;3.16.1988 (37);Torrance, CA USA;Midfielder;;;;;
kyle-zobeck;Kyle Zobeck;6' 1";181 lbs;2.6.1990 (35);Coralville, USA;Goalkeeper;;Senior;;Unknown;Unknown
kyle-porter;Kyle Porter;6' 0";161 lbs;1.19.1990 (35);Toronto, ON Canada;Midfielder;;;;;
kyle-singer;Kyle Singer;5' 11";174 lbs;8.6.1980 (44);Plymouth, MN USA;Goalkeeper;;;;;
kyle-veris;Kyle Veris;6' 4";194 lbs;3.15.1983 (42);Washington, DC USA;Defender;;;;;
kyle-scott;Kyle Scott;5' 8";150 lbs;12.22.1997 (27);Bath, USA;Midfielder;;Senior;;Unknown;Unknown
lachlan-brook;Lachlan Brook;5' 10";;2.8.2001 (24);Gawler, Australia;Midfielder;;;;;
ladji-malle;Ladji Malle;;;11.12.2001 (23);unknown, Mali;;;;;;
kyle-reynish;Kyle Reynish;6' 3";194 lbs;11.3.1983 (41);Valencia, CA USA;Goalkeeper;;;;;
kyle-smith;Kyle Smith;5' 11";181 lbs;1.9.1992 (33);Cincinnati, OH, USA;Defender;;Senior;;;
kyle-venter;Kyle Venter;6' 3";190 lbs;3.13.1991 (34);Aurora, CO USA;Defender;;;;;
lagos-kunga;Lagos Kunga;5' 9";154 lbs;10.20.1998 (26);Luanda, Angola;Forward;Left;Supplemental Slots 21-24;Homegrown;;
lamine-sane;Lamine Sane;6' 3";170 lbs;3.22.1987 (38);Villenueve-sur-Lot, France;Defender;;;;;
lance-friesz;Lance Friesz;6' 3";190 lbs;9.16.1983 (41);Mission Viejo, CA USA;Goalkeeper;;;;;
lalas-abubakar;Lalas Abubakar;6' 1";181 lbs;12.25.1994 (30);Khumasi, Ghana;Defender;;Senior;;;
lamar-neagle;Lamar Neagle;5' 11";165 lbs;5.7.1987 (37);Tacoma, WA USA;Midfielder;;;;;
lalo-fernandez;Lalo Fernandez;6' 3";170 lbs;12.16.1992 (32);Guadalajara, Mexico;Goalkeeper;;;;;
lance-parker;Lance Parker;6' 4";194 lbs;8.19.1985 (39);Oklahoma City, OK USA;Goalkeeper;;;;;
lamine-diack;Lamine Diack;6' 1";;11.15.2000 (24);Dakar, Senegal;Midfielder;;;;;
lamar-batista;Lamar Batista;6' 6";165 lbs;3.7.1998 (27);Waco, USA;Defender;;;;Unknown;Unknown
lance-key;Lance Key;6' 0";181 lbs;7.27.1978 (46);San Antonio, TX USA;Defender;;;;;
larry-jackson;Larry Jackson;6' 1";181 lbs;9.28.1990 (34);Palo Alto, CA United States;Goalkeeper;;;;;
latif-blessing;Latif Blessing;5' 7";141 lbs;12.30.1996 (28);Accra, Ghana;Midfielder;Both;Senior;International;;
lance-rozeboom;Lance Rozeboom;6' 1";170 lbs;5.31.1989 (35);Walker, IA USA;Midfielder;Right;;;Unknown;Unknown
larrys-mabiala;Larrys Mabiala;6' 2";185 lbs;10.8.1987 (37);Montfermeil, France;Defender;Right;Senior;;Central Defender;Unknown
laurence-wyke;Laurence Wyke;6' 1";181 lbs;9.20.1996 (28);Bolton, England;Defender;;Supplemental Slots 21-24;;Central Defender;Centre
lance-watson;Lance Watson;5' 7";161 lbs;10.6.1983 (41);Nederland, TX USA;Defender;;;;;
landon-donovan;Landon Donovan;5' 8";154 lbs;3.4.1982 (43);Ontario, CA USA;Midfielder;;;;;
laurent-ciman;Laurent Ciman;5' 11";154 lbs;8.5.1985 (39);Farciennes, Belgium;Defender;Right;Senior;;Unknown;Unknown
lassi-lappalainen;Lassi Lappalainen;6' 0";168 lbs;8.24.1998 (26);Espoo, Finland;Midfielder;Right;Senior;International;;
lass-bangoura;Lass Bangoura;5' 9";150 lbs;3.30.1992 (33);Conakry, Guinea;Midfielder;;;;;
laurent-courtois;Laurent Courtois;5' 8";154 lbs;9.11.1978 (46);Lyon, France;Midfielder;;;;;
lawrence-lozzano;Lawrence Lozzano;6' 1";185 lbs;7.25.1970 (54);Los Angeles, CA USA;Midfielder;;;;;
lawson-sunderland;Lawson Sunderland;6' 2";;11.7.2001 (23);unknown, USA;Midfielder;;Supplemental Slots 25-28;;;
lawson-vaughn;Lawson Vaughn;5' 10";165 lbs;4.11.1984 (40);Marietta, GA USA;Defender;;;;;
laurent-robert;Laurent Robert;5' 8";132 lbs;5.21.1975 (49);Saint-Benoit, La Reunion, France;Midfielder;;;;;
laurent-merlin;Laurent Merlin;5' 11";170 lbs;9.17.1984 (40);Marseille, France;Forward;;;;;
lazo-alavanja;Lazo Alavanja;5' 11";165 lbs;1.18.1977 (48);East Chicago, IN USA;Midfielder;;;;;
lawrence-olum;Lawrence Olum;6' 2";185 lbs;7.10.1984 (40);Nairobi, Kenya;Midfielder;;;;;
lawrence-ennali;Lawrence Ennali;5' 8";;3.7.2002 (23);Berlin, Germany;Forward;;;;;
lazar-stefanovic;Lazar Stefanović;6' 2";;8.10.2006 (18);Clearwater, FL, USA;Defender;;;;;
leandro-de-oliveira;Leandro Luiz de Oliveira;5' 8";154 lbs;11.30.1982 (42);Sao Paola, Brazil;Midfielder;;;;;
leighton-o-brien;Leighton O'Brien;5' 10";161 lbs;3.14.1976 (49);Tacoma, WA USA;Midfielder;;;;;
lee-nguyen;Lee Nguyen;5' 8";152 lbs;10.7.1986 (38);Richardson, TX USA;Midfielder;;Senior;;Central Midfielder;Centre
leandre-griffit;Leandre Griffit;5' 8";154 lbs;5.21.1984 (40);Maubeuge, France;Midfielder;;;;;
lee-young-pyo;Young-Pyo Lee;5' 9";150 lbs;4.23.1977 (47);Hongcheon-gun, South Korea;Defender;;;;;
leandro-barrera;Leandro Barrera;5' 8";172 lbs;2.22.1991 (34);Mendoza, Argentina;Midfielder;;;;;
leandro-gonzalez-pirez;Leandro González;6' 1";198 lbs;2.26.1992 (33);Buenos Aires, Argentina;Defender;Right;Senior;;Central Defender;Left/Right
leo-cullen;Leo Cullen;5' 8";165 lbs;2.28.1976 (49);Minneapolis, MN USA;Midfielder;;;;;
lee-morrison;Lee Morrison;6' 1";170 lbs;8.10.1979 (45);Carmichael, CA USA;Defender;;;;;
leo-burney;Leo Burney;6' 3";194 lbs;11.2.2001 (23);Seattle, WA, USA;Defender;;;;;
leonardo-bertone;Leonardo Bertone;5' 10";161 lbs;3.14.1994 (31);Wohlen bei Bern, Switzerland;Midfielder;;;;;
leo-krupnik;Leo Krupnik;6' 2";170 lbs;7.15.1979 (45);Khmelnitsky, Ukraine;Defender;;;;;
leonardo-alves-chu-franco;Léo Chú;5' 10";152 lbs;4.6.2000 (25);Porto Alegre, Brazil;Midfielder;Left;Senior;U22 Initiative;;
leonard-bisaku;Leonard Bisaku;5' 10";161 lbs;10.22.1974 (50);Prizren, Yugoslavia;Midfielder;;;;;
leonard-griffin;Leonard Lamar Griffin;6' 1";194 lbs;9.11.1982 (42);Pasadena, CA USA;Defender;;;;;
leo-fernandes;Leo Fernandes;6' 1";165 lbs;12.23.1991 (33);Sao Paulo, Brazil;Midfielder;;;;Winger;Left
leonardo-campana;Leo Campana;6' 1";163 lbs;7.24.2000 (24);Guayaquil, Ecuador;Forward;Left;Senior;;;
leonardo-flores;Leonardo Leo Flores;;157 lbs;4.21.2003 (21);;Forward;;;;;
leonardo-barroso;Leonardo Barroso;5' 6";159 lbs;6.12.2005 (19);Setúbal, Portugal;Defender;;;;;
leonardo;Jose Leonardo Ribeiro da Silva;6' 2";185 lbs;2.8.1988 (37);São Paulo, Brazil;Defender;;;;;
leonardo-gonzalez;Leonardo González;6' 1";174 lbs;11.21.1980 (44);San José, Costa Rica;Defender;;;;;
leonardo-squadrone;Leonardo Squadrone;6' 2";185 lbs;12.1.1971 (53);La Plata, Argentina;Defender;;;;;
leonardo-frugis-afonso;Leo Afonso;;;7.13.2001 (23);;Forward;;;;;
leonard-owusu;Leonard Owusu;5' 11";159 lbs;6.3.1997 (27);Accra, Ghana;Midfielder;Right;Senior;International;Central Midfielder;Centre
leonel-alvarez;Leonel Alvarez;5' 10";168 lbs;1.1.0001 (2024);Remedios, Antioquia Colombia;Midfielder;;;;;
leonardo-jara;Leonardo Jara;6' 0";181 lbs;5.20.1991 (33);Corrientes, Argentina;Defender;;;;;
leon-flach;Leon Flach;5' 10";165 lbs;2.28.2001 (24);Humble, TX, USA;Midfielder;;Senior;;Central Midfielder;Unknown
leonel-miranda;Leonel Miranda;5' 8";;1.7.1994 (31);Buenos Aires, Argentina;Midfielder;;;;;
leone-cruz;Leone Cruz;6' 0";172 lbs;6.13.1987 (37);;Defender;;;;;
leonardo-pereira;Leonardo Pereira;6' 1";168 lbs;1.31.1996 (29);Curitiba, Brazil;Defender;Left;;International;Central Defender;Centre
leo-stolz;Leo Stolz;5' 11";170 lbs;2.15.1991 (34);Munich, Germany;Midfielder;;;;;
liam-fraser;Liam Fraser;6' 1";179 lbs;2.13.1998 (27);Toronto, OR, ON, Canada;Midfielder;Right;Senior;;Unknown;Unknown
lesly-fellinga;Lesly Fellinga;5' 8";157 lbs;9.29.1985 (39);Port-au-Prince, Haiti;Defender;;;;;
levi-houapeu;Levi Houapeu;5' 8";161 lbs;6.22.1989 (35);;Forward;;;;;
leo-vaisanen;Leo Väisänen;6' 2";168 lbs;7.23.1997 (27);Helsinki, Finland;Defender;Right;Senior;International;;
lewis-morgan;Lewis Morgan;5' 10";165 lbs;9.30.1996 (28);Paisley, Scotland;Midfielder;Left;Senior;International;;
lewis-neal;Lewis Neal;5' 11";154 lbs;7.14.1981 (43);Leicester, England;Midfielder;;;;;
lewis-o-brien;Lewis O'Brien;5' 8";163 lbs;10.14.1998 (26);Colchester, England;Midfielder;;Senior;;;
levonte-johnson;Levonte Johnson;5' 10";185 lbs;3.15.1999 (26);unknown, Canada;Forward;Right;;;Unknown;Unknown
leslie-fitzpatrick;Leslie Fitzpatrick;5' 6";161 lbs;11.11.1978 (46);Port-of-Spain, Trinidad and Tobago;Midfielder;;;;;
liel-abada;Liel Abada;5' 6";150 lbs;10.3.2001 (23);Petah Tikva, Israel;Forward;;;Designated Player, International;;
lider-marmol;Lider Marmol;6' 1";194 lbs;10.2.1985 (39);Alto Parana, Paraguay;Defender;;;;;
liam-ridgewell;Liam Ridgewell;6' 2";174 lbs;7.21.1984 (40);Bexleyheath, London England;Defender;;;;;
liam-mackenzie-x1078;Liam Mackenzie;5' 11";165 lbs;3.15.2007 (18);Comox, BC, Canada;Defender;;;;;
lisandro-lopez-x6291;Lisandro López;5' 9";163 lbs;3.2.1983 (42);Rafael Obligado, Argentina;Forward;Right;Supplemental Slots 21-24;International;Striker;Centre
lindo-mfeka;Lindo Mfeka;5' 5";154 lbs;3.29.1994 (31);Durban, South Africa;Midfielder;;;;Unknown;Unknown
lionard-pajoy;Lionard Pajoy;6' 1";185 lbs;6.7.1981 (43);Villa del Rosario, Colombia;Forward;;;;;
lineker-rodrigues-dos-santos;Lineker Rodrigues dos Santos;6' 0";181 lbs;3.12.2002 (23);Rio de Janeiro, Brazil;Midfielder;;;;;
liam-o-gara;Liam O'Gara;6' 3";194 lbs;10.27.2004 (20);Winston-Salem, NC, USA;Midfielder;;;;;
lionel-messi;Lionel Messi;5' 7";148 lbs;6.24.1987 (37);Rosario, Argentina;Forward;Left;Senior;Designated Player, International;;
logan-farrington;Logan Farrington;6' 2";174 lbs;12.14.2001 (23);Racine, WI, USA;Forward;;;;;
logan-ketterer;Logan Ketterer;6' 3";181 lbs;11.9.1993 (31);Madison, WI, USA;Goalkeeper;;Supplemental Slots 21-24;;Goalkeeper;Unknown
london-woodberry;London Woodberry;6' 1";161 lbs;5.28.1991 (33);McKinney, TX USA;Defender;;;;;
lloyd-sam;Lloyd Sam;5' 8";163 lbs;9.27.1984 (40);Leeds, England;Midfielder;;;;;
logan-gdula;Logan Gdula;5' 11";161 lbs;10.13.1996 (28);Norwich, CT USA;Defender;;;;Unknown;Unknown
logan-emory;Logan Emory;6' 1";185 lbs;1.10.1988 (37);Boise, ID USA;Defender;;;;;
logan-pause;Logan Allen Pause;5' 10";159 lbs;8.22.1981 (43);Hillsborough, NC USA;Midfielder;;;;;
london-aghedo;London Aghedo;6' 1";183 lbs;5.31.2000 (24);;Defender;;Supplemental Slots 25-28;;;
loic-mesanvi;Loïc Mesanvi;5' 8";130 lbs;10.6.2003 (21);Lome, Togo;Midfielder;;Supplemental Slots 25-28;;;
logan-ndenbe;Logan Ndenbe;5' 9";159 lbs;2.9.2000 (25);Mouscron, Belgium;Defender;Left;Senior;U22 Initiative;;
lorenzo-dellavalle;Lorenzo Dellavalle;6' 2";;4.4.2004 (21);Carmagnola, Italy;Defender;Right;;;;
long-tan;Long Tan;6' 1";170 lbs;4.1.1988 (37);Dalian, China;Forward;;;;;
lubos-reiter;Lubos Reiter;5' 11";163 lbs;12.3.1974 (50);Stropkov, Yugoslavia;Forward;;;;;
lorenzo-insigne;Lorenzo Insigne;5' 4";130 lbs;6.4.1991 (33);Frattamaggiore, Italy;Forward;Right;Senior;International, Designated Player;;
louis-ken-kwofie;Louis Ken-Kwofie;5' 11";174 lbs;1.1.0001 (2024);;Midfielder;;;;;
lubos-kubik;Lubos Kubik;6' 3";194 lbs;1.1.0001 (2024);Prague, Czech Republic;Defender;;;;;
lovel-palmer;Lovel Palmer;5' 10";161 lbs;8.30.1984 (40);Mandeville, Jamaica;Defender;;;;;
lothar-matthaus;Lothar Matthaus;5' 8";154 lbs;1.1.0001 (2024);Erlangen, Germany;Defender;;;;;
louis-beland-goyette;Louis Beland-Goyette;5' 8";141 lbs;9.15.1995 (29);Montreal, Quebec Canada;Midfielder;;;;;
louis-crayton;Louis Crayton;6' 0";187 lbs;10.26.1977 (47);Bongmines, Liberia;Goalkeeper;;;;;
luca-langoni;Luca Langoni;5' 8";146 lbs;2.9.2002 (23);Buenos Aires, Argentina;Forward;;;U22 Initiative;;
luca-de-la-torre;Luca de la Torre;;;;;Midfielder;;;;;
luca-bombino;Luca Bombino;;;7.10.2006 (18);;Defender;;;;;
lucas-cavallini;Lucas Cavallini;5' 11";190 lbs;12.28.1992 (32);Toronto, ON Canada;Forward;Left;Senior;Designated Player;Striker;Centre
luca-ricci;Luca Ricci;5' 7";150 lbs;2.23.1998 (27);;Midfielder;;;;Unknown;Unknown
luca-orellano;Luca Orellano;5' 7";146 lbs;3.22.2000 (25);Álvarez, Argentina;Forward;Left;;;;
luca-lewis;Luca Lewis;6' 2";187 lbs;2.22.2001 (24);, NY USA;Goalkeeper;;Supplemental Slots 25-28;;Goalkeeper;Unknown
luca-petrasso;Luca Petrasso;5' 11";168 lbs;6.16.2000 (24);North York, ON, Canada;Defender;Left;Supplemental Slots 25-28;Homegrown;;
luca-moisa;Luca Moisa;5' 7";;4.20.2008 (16);Las Vegas, NV, USA;Midfielder;;;;;
lucas-bartlett;Lucas Bartlett;6' 3";201 lbs;7.26.1997 (27);Overland Park, MO, USA;Defender;;Supplemental Slots 21-24;;;
lucas-lima-linhares;Lucas Lima Linhares;5' 7";132 lbs;9.28.1996 (28);Ceilândia, Brazil;Midfielder;Right;Senior;International, Designated Player;Attacking Midfielder;Centre
lucas-janson;Lucas Janson;5' 7";148 lbs;8.16.1994 (30);Olavarria, Argentina;Forward;;;;;
lucas-melano;Lucas Melano;6' 1";161 lbs;3.1.1993 (32);Hernando, Argentina;Forward;;;;;
lucas-meek;Lucas Meek;;;3.7.1999 (26);unknown, USA;;;Drafted;;;
lucas-maciel-felix;Lucas Maicel Maciel Felix;5' 7";154 lbs;1.18.2000 (25);Rio de Janeiro, Brazil;Midfielder;;Supplemental Slots 25-28;International;;
lucas-pittinari;Lucas Pittinari;5' 10";168 lbs;11.30.1991 (33);Laborde, Argentina;Midfielder;;;;;
lucas-ontivero;Lucas Ontivero;5' 6";141 lbs;9.9.1994 (30);Catamarca, Argentina;Midfielder;;;Designated Player;;
lucas-monzon;Lucas Monzón;6' 0";172 lbs;9.29.2001 (23);;Defender;Left;Senior;International, U22 Initiative;Unknown;Unknown
lucas-rodriguez;Lucas Rodriguez;5' 7";141 lbs;4.27.1997 (27);Buenos Aires, Argentina;Midfielder;;;;Unknown;Unknown
lucas-esteves-souza;Lucas Esteves;5' 7";152 lbs;6.24.2000 (24);;Defender;;Senior;International, U22 Initiative;Full Back;Left
lucas-zelarayan;Lucas Zelarayán;5' 9";161 lbs;6.20.1992 (32);Córdoba, Argentina;Midfielder;Right;Senior;International, Designated Player;Attacking Midfielder;Left/Centre/Right
lucas-sanabria;Lucas Sanabria;5' 11";;12.26.2003 (21);Florida, Uruguay;Midfielder;;;;;
luchi-gonzalez;Luchi Gonzalez;5' 8";157 lbs;7.14.1980 (44);Hialeah, FL USA;Forward;;;;;
luciano-abecasis;Luciano Abecasis;5' 9";161 lbs;6.4.1990 (34);Rosario, Argentina;Defender;Right;Senior;International;Central Defender;Centre
lucio-filomeno;Lucio Filomeno;5' 11";172 lbs;5.8.1980 (44);Buenos Aires, Argentina;Forward;;;;;
lucas-venuto;Lucas Venuto;5' 5";141 lbs;1.14.1995 (30);;Midfielder;;;International;;
luis-abram;Luis Abram;5' 11";168 lbs;2.27.1996 (29);Lima, Peru;Defender;Left;Senior;International;;
luis-alberto-caicedo;Luis Caicedo;5' 8";148 lbs;5.18.1996 (28);Apartadó, Colombia;Midfielder;Right;Senior;;Attacking Midfielder;Centre
luciano-emilio;Luciano Emilio;5' 11";174 lbs;12.12.1978 (46);Ilha Solteira, Sao Paulo Brazil;Forward;;;;;
luciano-acosta;Luciano Acosta;5' 3";135 lbs;5.31.1994 (30);Buenos Aires, Argentina;Midfielder;Right;Senior;Designated Player;;
luis-binks;Luis Binks;6' 2";190 lbs;9.2.2001 (23);Gillingham, England;Defender;;Supplemental Slots 21-24;International;Central Defender;Unknown
luis-gallardo;Luis Gallardo;5' 8";154 lbs;6.27.1986 (38);David Chirequi, Panama;Midfielder;;;;;
luis-argudo;Luis Argudo;5' 9";146 lbs;12.13.1995 (29);Queens, NY USA;Midfielder;;;;Central Midfielder;Centre
luis-diaz;Luis Díaz;5' 9";159 lbs;12.6.1998 (26);Nicoya, Costa Rica;Forward;Right;Supplemental Slots 21-24;;Winger;Right
luis-diaz-espinoza;Luis Diaz Espinoza;5' 9";159 lbs;12.6.1998 (26);Nicoya, Costa Rica;Midfielder;;;;;
luis-felipe;Luis Felipe;6' 1";165 lbs;1.29.1996 (29);Mineola, NY;Midfielder;;Senior;;Defensive Midfielder;Centre
luis-bolanos;Luis Bolaños;5' 9";143 lbs;3.27.1985 (40);Quito, Ecuador;Forward;;;;;
luis-amarilla;Luis Amarilla;6';161 lbs;8.25.1995 (29);Areguá, Paraguay;Forward;Right;Senior;International, Designated Player;Striker;Centre
luis-arriaga;Luis Arriaga;5' 6";141 lbs;1.26.2001 (24);;Midfielder;;Supplemental Slots 25-28;Homegrown;;
luis-barraza;Luis Barraza;6' 2";194 lbs;11.8.1996 (28);Las Cruces, NM, USA;Goalkeeper;;Supplemental Slots 21-24;;;
luis-gil;Luis Gil;5' 9";170 lbs;11.14.1993 (31);Garden Grove, USA;Midfielder;;;;;
luis-lopez;Luis López;6';176 lbs;9.13.1993 (31);San Pedro Sula, Honduras;Goalkeeper;Right;;;Goalkeeper;Unknown
luis-hernandez;Luis Hernandez;5' 7";161 lbs;1.1.0001 (2024);Poza Rica, Veracruz Mexico;Forward;;;;;
luis-miguel-escalada;Luis Miguel Escalada;5' 10";170 lbs;2.27.1986 (39);Ceres, Argentina;Forward;;;;;
luis-marin;Luis Marin;6' 2";196 lbs;5.18.1983 (41);Valparaiso, Chile;Goalkeeper;;;;;
luis-martins;Luís Martins;5' 10";148 lbs;6.10.1992 (32);Lamego, Portugal;Defender;Left;Senior;International;Full Back;Left
luis-gonzalez;Luis Gonzalez;5' 6";148 lbs;12.22.1990 (34);Cariaco, Venezuela;Midfielder;;;International;;
luis-landin;Luis Landin;6' 1";161 lbs;7.23.1985 (39);Zamora, Michoacan Mexico;Forward;;;;Unknown;Unknown
luis-muller;Luis Müller;;;2.12.2001 (24);Cottbus, Germany;Forward;;;;;
luis-garrido;Luis Garrido;5' 7";154 lbs;11.5.1990 (34);Jutiquile, Honduras;Midfielder;;;;Central Midfielder;Unknown
